Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
2020-12-18 - Plate scFv1,Experiment,Group,,D3,Experiment,None,,R2,BL1-A,,254,100,2.540,4.466,4.649,10981,N/A,9481,N/A,9484,N/A,10067.15,N/A,91.68,N/A,10008.29,N/A,105.57,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D3,Experiment,None,,R1,BL1-A,,5463,100,54.630,96.061,96.061,676,N/A,156,N/A,-16,N/A,3144.64,N/A,465.36,N/A,102.30,N/A,65.58,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D4,Experiment,None,N/A,All Events,N/A,N/A,5471,100,54.710,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D4,Experiment,None,,R1,FSC-A,SSC-A,4984,100,49.840,91.099,91.099,526067,16489,506384,13962,495341,11170,156758.79,8321.70,29.80,50.47,103772.36,5303.26,20.49,37.98
2020-12-18 - Plate scFv1,Experiment,Group,,D4,Experiment,None,,R2,BL1-A,,2289,100,22.890,41.839,45.927,7082,N/A,5889,N/A,6492,N/A,7035.90,N/A,99.35,N/A,4087.53,N/A,69.41,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D4,Experiment,None,,R1,BL1-A,,4984,100,49.840,91.099,91.099,3377,N/A,556,N/A,-14,N/A,5866.05,N/A,173.73,N/A,734.63,N/A,132.25,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D5,Experiment,None,N/A,All Events,N/A,N/A,5754,100,57.540,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D5,Experiment,None,,R1,FSC-A,SSC-A,5594,100,55.940,97.219,97.219,569084,15458,534306,13019,515112,10161,154567.17,7501.66,27.16,48.53,86670.57,4816.97,16.22,37.00
2020-12-18 - Plate scFv1,Experiment,Group,,D5,Experiment,None,,R2,BL1-A,,222,100,2.220,3.858,3.969,8330,N/A,5298,N/A,1589,N/A,8703.33,N/A,104.49,N/A,5945.97,N/A,112.23,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D5,Experiment,None,,R1,BL1-A,,5594,100,55.940,97.219,97.219,492,N/A,153,N/A,-20,N/A,2355.03,N/A,479.03,N/A,94.89,N/A,62.02,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D6,Experiment,None,N/A,All Events,N/A,N/A,5173,100,51.730,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D6,Experiment,None,,R1,FSC-A,SSC-A,4556,100,45.560,88.073,88.073,519847,16145,506447,14204,529169,12266,146803.62,7273.70,28.24,45.05,111303.23,4728.01,21.98,33.29
2020-12-18 - Plate scFv1,Experiment,Group,,D6,Experiment,None,,R2,BL1-A,,3343,100,33.430,64.624,73.376,7374,N/A,6449,N/A,7561,N/A,5610.65,N/A,76.08,N/A,3227.62,N/A,50.05,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,D6,Experiment,None,,R1,BL1-A,,4556,100,45.560,88.073,88.073,5483,N/A,5050,N/A,7561,N/A,5741.90,N/A,104.72,N/A,5200.22,N/A,102.97,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E1,Experiment,None,N/A,All Events,N/A,N/A,3900,100,39.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E1,Experiment,None,,R1,FSC-A,SSC-A,3591,100,35.910,92.077,92.077,538338,16287,522546,14078,515654,11456,155404.02,8000.46,28.87,49.12,113952.63,5180.20,21.81,36.80
2020-12-18 - Plate scFv1,Experiment,Group,,E1,Experiment,None,,R2,BL1-A,,2188,100,21.880,56.103,60.930,6518,N/A,5559,N/A,5761,N/A,6229.71,N/A,95.57,N/A,3433.70,N/A,61.77,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E1,Experiment,None,,R1,BL1-A,,3591,100,35.910,92.077,92.077,4083,N/A,2582,N/A,5761,N/A,5736.89,N/A,140.51,N/A,3577.51,N/A,138.56,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E2,Experiment,None,N/A,All Events,N/A,N/A,4955,100,49.550,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E2,Experiment,None,,R1,FSC-A,SSC-A,4680,100,46.800,94.450,94.450,530669,16034,513545,14008,514664,12297,152617.41,7544.11,28.76,47.05,98486.15,5349.96,19.18,38.19
2020-12-18 - Plate scFv1,Experiment,Group,,E2,Experiment,None,,R2,BL1-A,,1362,100,13.620,27.487,29.103,6236,N/A,4393,N/A,1551,N/A,7215.75,N/A,115.72,N/A,3861.43,N/A,87.90,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E2,Experiment,None,,R1,BL1-A,,4680,100,46.800,94.450,94.450,1976,N/A,251,N/A,-16,N/A,4755.55,N/A,240.63,N/A,241.66,N/A,96.28,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E3,Experiment,None,N/A,All Events,N/A,N/A,6110,100,61.100,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E3,Experiment,None,,R1,FSC-A,SSC-A,5904,100,59.040,96.628,96.628,594294,16282,549935,13512,529119,11312,169530.24,8146.86,28.53,50.03,99119.96,5434.47,18.02,40.22
2020-12-18 - Plate scFv1,Experiment,Group,,E3,Experiment,None,,R2,BL1-A,,213,100,2.130,3.486,3.608,10007,N/A,8313,N/A,11644,N/A,9537.48,N/A,95.31,N/A,9937.87,N/A,119.55,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E3,Experiment,None,,R1,BL1-A,,5904,100,59.040,96.628,96.628,525,N/A,153,N/A,-24,N/A,2578.38,N/A,491.22,N/A,103.78,N/A,67.83,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E4,Experiment,None,N/A,All Events,N/A,N/A,5221,100,52.210,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E4,Experiment,None,,R1,FSC-A,SSC-A,5068,100,50.680,97.070,97.070,585789,15948,547750,13443,544087,11021,163232.03,7768.35,27.87,48.71,89023.46,5126.09,16.25,38.13
2020-12-18 - Plate scFv1,Experiment,Group,,E4,Experiment,None,,R2,BL1-A,,260,100,2.600,4.980,5.130,11439,N/A,9013,N/A,25252,N/A,9970.67,N/A,87.16,N/A,10862.27,N/A,120.52,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E4,Experiment,None,,R1,BL1-A,,5068,100,50.680,97.070,97.070,757,N/A,164,N/A,-15,N/A,3356.72,N/A,443.38,N/A,103.78,N/A,63.28,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E5,Experiment,None,N/A,All Events,N/A,N/A,5760,100,57.600,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E5,Experiment,None,,R1,FSC-A,SSC-A,5582,100,55.820,96.910,96.910,571962,15271,541536,12909,522164,11164,151390.59,7406.16,26.47,48.50,84341.41,4610.14,15.57,35.71
2020-12-18 - Plate scFv1,Experiment,Group,,E5,Experiment,None,,R2,BL1-A,,207,100,2.070,3.594,3.708,8202,N/A,5353,N/A,2241,N/A,7954.41,N/A,96.98,N/A,5997.12,N/A,112.03,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E5,Experiment,None,,R1,BL1-A,,5582,100,55.820,96.910,96.910,469,N/A,154,N/A,-18,N/A,2157.19,N/A,460.32,N/A,94.89,N/A,61.61,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E6,Experiment,None,N/A,All Events,N/A,N/A,5276,100,52.760,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E6,Experiment,None,,R1,FSC-A,SSC-A,5065,100,50.650,96.001,96.001,583837,15963,537573,13212,522321,11473,167905.40,7839.30,28.76,49.11,88288.83,5155.00,16.42,39.02
2020-12-18 - Plate scFv1,Experiment,Group,,E6,Experiment,None,,R2,BL1-A,,234,100,2.340,4.435,4.620,10699,N/A,7891,N/A,7845,N/A,9695.53,N/A,90.62,N/A,8283.29,N/A,104.97,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,E6,Experiment,None,,R1,BL1-A,,5065,100,50.650,96.001,96.001,656,N/A,155,N/A,-18,N/A,3037.32,N/A,462.68,N/A,100.82,N/A,65.04,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F1,Experiment,None,N/A,All Events,N/A,N/A,3550,100,35.500,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F1,Experiment,None,,R1,FSC-A,SSC-A,3436,100,34.360,96.789,96.789,581084,15723,545941,13186,516008,9625,162119.81,7722.70,27.90,49.12,88718.04,5094.95,16.25,38.64
2020-12-18 - Plate scFv1,Experiment,Group,,F1,Experiment,None,,R2,BL1-A,,160,100,1.600,4.507,4.657,12649,N/A,10721,N/A,16952,N/A,14690.95,N/A,116.15,N/A,10759.23,N/A,100.36,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F1,Experiment,None,,R1,BL1-A,,3436,100,34.360,96.789,96.789,761,N/A,166,N/A,-16,N/A,4111.94,N/A,540.46,N/A,100.08,N/A,60.47,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F2,Experiment,None,N/A,All Events,N/A,N/A,5686,100,56.860,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F2,Experiment,None,,R1,FSC-A,SSC-A,4818,100,48.180,84.734,84.734,519330,15273,512378,14048,508324,13499,129264.74,5591.24,24.89,36.61,102201.55,4209.10,19.95,29.96
2020-12-18 - Plate scFv1,Experiment,Group,,F2,Experiment,None,,R2,BL1-A,,4658,100,46.580,81.921,96.679,9382,N/A,8255,N/A,9508,N/A,6346.92,N/A,67.65,N/A,3550.83,N/A,43.01,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F2,Experiment,None,,R1,BL1-A,,4818,100,48.180,84.734,84.734,9083,N/A,8105,N/A,9508,N/A,6446.05,N/A,70.97,N/A,3659.06,N/A,45.15,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F3,Experiment,None,N/A,All Events,N/A,N/A,5551,100,55.510,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F3,Experiment,None,,R1,FSC-A,SSC-A,4600,100,46.000,82.868,82.868,526597,15562,519931,14044,507948,13702,143416.82,6339.11,27.23,40.73,112925.19,4554.55,21.72,32.43
2020-12-18 - Plate scFv1,Experiment,Group,,F3,Experiment,None,,R2,BL1-A,,4032,100,40.320,72.636,87.652,8129,N/A,7117,N/A,9355,N/A,6074.26,N/A,74.72,N/A,3573.07,N/A,50.20,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F3,Experiment,None,,R1,BL1-A,,4600,100,46.000,82.868,82.868,7169,N/A,6497,N/A,9355,N/A,6236.62,N/A,87.00,N/A,4188.34,N/A,64.47,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F4,Experiment,None,N/A,All Events,N/A,N/A,5170,100,51.700,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F4,Experiment,None,,R1,FSC-A,SSC-A,5044,100,50.440,97.563,97.563,562931,15569,529886,13216,521939,11477,158739.62,7513.97,28.20,48.26,86281.39,4944.47,16.28,37.41
2020-12-18 - Plate scFv1,Experiment,Group,,F4,Experiment,None,,R2,BL1-A,,247,100,2.470,4.778,4.897,12402,N/A,11225,N/A,14418,N/A,10503.12,N/A,84.69,N/A,12535.38,N/A,111.67,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F4,Experiment,None,,R1,BL1-A,,5044,100,50.440,97.563,97.563,778,N/A,165,N/A,-19,N/A,3514.75,N/A,451.87,N/A,100.82,N/A,61.10,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F5,Experiment,None,N/A,All Events,N/A,N/A,5657,100,56.570,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F5,Experiment,None,,R1,FSC-A,SSC-A,4973,100,49.730,87.909,87.909,506950,14554,498699,13174,501478,11788,134989.88,5817.10,26.63,39.97,98707.06,4008.95,19.79,30.43
2020-12-18 - Plate scFv1,Experiment,Group,,F5,Experiment,None,,R2,BL1-A,,4377,100,43.770,77.373,88.015,8453,N/A,7418,N/A,7352,N/A,6258.62,N/A,74.04,N/A,3307.68,N/A,44.59,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F5,Experiment,None,,R1,BL1-A,,4973,100,49.730,87.909,87.909,7481,N/A,6925,N/A,7352,N/A,6435.92,N/A,86.03,N/A,3914.06,N/A,56.52,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F6,Experiment,None,N/A,All Events,N/A,N/A,4737,100,47.370,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F6,Experiment,None,,R1,FSC-A,SSC-A,4593,100,45.930,96.960,96.960,553045,15154,517747,12852,515437,11954,156264.75,7322.03,28.26,48.32,80558.55,4711.70,15.56,36.66
2020-12-18 - Plate scFv1,Experiment,Group,,F6,Experiment,None,,R2,BL1-A,,202,100,2.020,4.264,4.398,13258,N/A,11479,N/A,16952,N/A,11146.96,N/A,84.08,N/A,12301.87,N/A,107.17,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,F6,Experiment,None,,R1,BL1-A,,4593,100,45.930,96.960,96.960,742,N/A,150,N/A,-13,N/A,3558.02,N/A,479.24,N/A,96.37,N/A,64.25,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G1,Experiment,None,N/A,All Events,N/A,N/A,4405,100,44.050,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G1,Experiment,None,,R1,FSC-A,SSC-A,3889,100,38.890,88.286,88.286,450914,15722,469323,14157,501982,12436,163880.90,6304.74,36.34,40.10,131524.41,4299.54,28.02,30.37
2020-12-18 - Plate scFv1,Experiment,Group,,G1,Experiment,None,,R2,BL1-A,,3831,100,38.310,86.969,98.509,13404,N/A,10062,N/A,9366,N/A,13005.10,N/A,97.02,N/A,4800.66,N/A,47.71,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G1,Experiment,None,,R1,BL1-A,,3889,100,38.890,88.286,88.286,13211,N/A,9965,N/A,9366,N/A,13003.47,N/A,98.43,N/A,4839.21,N/A,48.56,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G2,Experiment,None,N/A,All Events,N/A,N/A,4419,100,44.190,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G2,Experiment,None,,R1,FSC-A,SSC-A,4255,100,42.550,96.289,96.289,554039,15168,525033,12884,508473,12954,154287.50,7246.77,27.85,47.78,79663.06,4802.14,15.17,37.27
2020-12-18 - Plate scFv1,Experiment,Group,,G2,Experiment,None,,R2,BL1-A,,225,100,2.250,5.092,5.288,13866,N/A,12619,N/A,13267,N/A,15447.93,N/A,111.41,N/A,11196.60,N/A,88.73,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G2,Experiment,None,,R1,BL1-A,,4255,100,42.550,96.289,96.289,903,N/A,165,N/A,-20,N/A,4686.56,N/A,518.90,N/A,99.33,N/A,60.20,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G3,Experiment,None,N/A,All Events,N/A,N/A,5278,100,52.780,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G3,Experiment,None,,R1,FSC-A,SSC-A,4726,100,47.260,89.541,89.541,510917,15933,503155,13916,508057,11781,152845.58,7424.39,29.92,46.60,112617.55,5031.94,22.38,36.16
2020-12-18 - Plate scFv1,Experiment,Group,,G3,Experiment,None,,R2,BL1-A,,2717,100,27.170,51.478,57.490,7080,N/A,5540,N/A,6587,N/A,7638.97,N/A,107.89,N/A,3636.82,N/A,65.65,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G3,Experiment,None,,R1,BL1-A,,4726,100,47.260,89.541,89.541,4184,N/A,1998,N/A,-15,N/A,6701.51,N/A,160.18,N/A,2785.06,N/A,139.43,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G4,Experiment,None,N/A,All Events,N/A,N/A,4527,100,45.270,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G4,Experiment,None,,R1,FSC-A,SSC-A,4326,100,43.260,95.560,95.560,547633,15571,522956,13292,522170,11172,154618.52,7526.81,28.23,48.34,84042.66,4925.94,16.07,37.06
2020-12-18 - Plate scFv1,Experiment,Group,,G4,Experiment,None,,R2,BL1-A,,445,100,4.450,9.830,10.287,9388,N/A,6113,N/A,1765,N/A,9476.83,N/A,100.95,N/A,6808.10,N/A,111.37,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G4,Experiment,None,,R1,BL1-A,,4326,100,43.260,95.560,95.560,1141,N/A,182,N/A,-18,N/A,4127.67,N/A,361.86,N/A,115.64,N/A,63.54,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G5,Experiment,None,N/A,All Events,N/A,N/A,4899,100,48.990,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G5,Experiment,None,,R1,FSC-A,SSC-A,4362,100,43.620,89.039,89.039,504110,15654,503607,14417,494601,11471,140746.07,5946.89,27.92,37.99,105474.39,4572.34,20.94,31.72
2020-12-18 - Plate scFv1,Experiment,Group,,G5,Experiment,None,,R2,BL1-A,,4261,100,42.610,86.977,97.685,11205,N/A,9349,N/A,9238,N/A,9248.22,N/A,82.54,N/A,3868.10,N/A,41.37,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G5,Experiment,None,,R1,BL1-A,,4362,100,43.620,89.039,89.039,10954,N/A,9242,N/A,9238,N/A,9285.23,N/A,84.77,N/A,3928.15,N/A,42.50,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G6,Experiment,None,N/A,All Events,N/A,N/A,5053,100,50.530,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G6,Experiment,None,,R1,FSC-A,SSC-A,2088,100,20.880,41.322,41.322,1003651,37131,1048575,37959,848376,39333,179045.16,6949.06,17.84,18.71,0.00,6022.32,0.00,15.87
2020-12-18 - Plate scFv1,Experiment,Group,,G6,Experiment,None,,R2,BL1-A,,120,100,1.200,2.375,5.747,27702,N/A,27225,N/A,24906,N/A,25608.50,N/A,92.44,N/A,29192.39,N/A,107.23,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,G6,Experiment,None,,R1,BL1-A,,2088,100,20.880,41.322,41.322,1935,N/A,364,N/A,400,N/A,8827.26,N/A,456.26,N/A,142.33,N/A,39.10,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,H1,Experiment,None,N/A,All Events,N/A,N/A,2862,100,28.620,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,H1,Experiment,None,,R1,FSC-A,SSC-A,2744,100,27.440,95.877,95.877,554469,15277,525960,12878,515460,11955,164610.99,7497.18,29.69,49.08,79778.70,4733.94,15.17,36.76
2020-12-18 - Plate scFv1,Experiment,Group,,H1,Experiment,None,,R2,BL1-A,,222,100,2.220,7.757,8.090,17495,N/A,13306,N/A,14690,N/A,23443.98,N/A,134.00,N/A,10284.80,N/A,77.30,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,H1,Experiment,None,,R1,BL1-A,,2744,100,27.440,95.877,95.877,1585,N/A,172,N/A,-25,N/A,8160.13,N/A,514.94,N/A,108.23,N/A,62.92,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,H2,Experiment,None,N/A,All Events,N/A,N/A,4039,100,40.390,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-18 - Plate scFv1,Experiment,Group,,H2,Experiment,None,,R1,FSC-A,SSC-A,3862,100,38.620,95.618,95.618,560533,15682,528951,13175,494600,10885,170828.79,7838.14,30.48,49.98,87670.58,5092.73,16.57,38.66
2020-12-18 - Plate scFv1,Experiment,Group,,H2,Experiment,None,,R2,BL1-A,,354,100,3.540,8.765,9.166,11939,N/A,8477,N/A,959,N/A,11332.46,N/A,94.92,N/A,9762.92,N/A,115.18,N/A
