Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
2020-12-17 - plate scFv3,Experiment,Group,,C4,Experiment,None,,R1,FSC-A,SSC-A,7396,100,73.960,91.196,91.196,489711,15104,479353,13933,481451,14066,122787.13,5839.72,25.07,38.66,96754.47,4080.86,20.18,29.29
2020-12-17 - plate scFv3,Experiment,Group,,C4,Experiment,None,,R2,BL1-A,,7038,100,70.380,86.782,95.160,7776,N/A,6838,N/A,6956,N/A,5376.15,N/A,69.14,N/A,2965.20,N/A,43.36,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C4,Experiment,None,,R1,BL1-A,,7396,100,73.960,91.196,91.196,7414,N/A,6654,N/A,6956,N/A,5484.26,N/A,73.97,N/A,3069.72,N/A,46.14,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C5,Experiment,None,N/A,All Events,N/A,N/A,7973,100,79.730,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C5,Experiment,None,,R1,FSC-A,SSC-A,7333,100,73.330,91.973,91.973,637229,19036,552011,15943,501372,10865,209273.47,9548.51,32.84,50.16,150943.50,8358.90,27.34,52.43
2020-12-17 - plate scFv3,Experiment,Group,,C5,Experiment,None,,R2,BL1-A,,230,100,2.300,2.885,3.137,9065,N/A,7736,N/A,8302,N/A,8206.81,N/A,90.53,N/A,7425.60,N/A,95.99,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C5,Experiment,None,,R1,BL1-A,,7333,100,73.330,91.973,91.973,448,N/A,154,N/A,-21,N/A,2126.43,N/A,474.29,N/A,106.75,N/A,69.32,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C6,Experiment,None,N/A,All Events,N/A,N/A,7995,100,79.950,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C6,Experiment,None,,R1,FSC-A,SSC-A,7467,100,74.670,93.396,93.396,607141,18235,528344,14941,501609,11338,201946.70,9129.66,33.26,50.07,124686.66,7135.75,23.60,47.76
2020-12-17 - plate scFv3,Experiment,Group,,C6,Experiment,None,,R2,BL1-A,,252,100,2.520,3.152,3.375,10272,N/A,9350,N/A,9357,N/A,9304.81,N/A,90.58,N/A,7939.32,N/A,84.91,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C6,Experiment,None,,R1,BL1-A,,7467,100,74.670,93.396,93.396,506,N/A,151,N/A,-16,N/A,2501.21,N/A,493.96,N/A,103.78,N/A,68.73,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D1,Experiment,None,N/A,All Events,N/A,N/A,8958,100,89.580,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D1,Experiment,None,,R1,FSC-A,SSC-A,8226,100,82.260,91.829,91.829,505699,17011,481799,14759,488072,14853,164284.42,7938.70,32.49,46.67,123740.02,5400.37,25.68,36.59
2020-12-17 - plate scFv3,Experiment,Group,,D1,Experiment,None,,R2,BL1-A,,3924,100,39.240,43.804,47.702,4937,N/A,4003,N/A,4569,N/A,4769.36,N/A,96.60,N/A,2682.02,N/A,67.01,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D1,Experiment,None,,R1,BL1-A,,8226,100,82.260,91.829,91.829,2508,N/A,780,N/A,-22,N/A,4031.85,N/A,160.75,N/A,1012.62,N/A,129.82,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D2,Experiment,None,N/A,All Events,N/A,N/A,8014,100,80.140,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D2,Experiment,None,,R1,FSC-A,SSC-A,7552,100,75.520,94.235,94.235,494364,16149,477419,13963,481535,14640,150498.11,7644.18,30.44,47.34,119436.77,4709.48,25.02,33.73
2020-12-17 - plate scFv3,Experiment,Group,,D2,Experiment,None,,R2,BL1-A,,5575,100,55.750,69.566,73.822,5329,N/A,4480,N/A,4501,N/A,4589.98,N/A,86.13,N/A,2756.15,N/A,61.52,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D2,Experiment,None,,R1,BL1-A,,7552,100,75.520,94.235,94.235,4030,N/A,3280,N/A,4501,N/A,4508.68,N/A,111.89,N/A,3591.60,N/A,109.52,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D3,Experiment,None,N/A,All Events,N/A,N/A,8676,100,86.760,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D3,Experiment,None,,R1,FSC-A,SSC-A,7947,100,79.470,91.598,91.598,509935,15368,496907,13966,508848,13694,134946.44,6274.46,26.46,40.83,100843.49,4086.05,20.29,29.26
2020-12-17 - plate scFv3,Experiment,Group,,D3,Experiment,None,,R2,BL1-A,,7116,100,71.160,82.019,89.543,6349,N/A,5590,N/A,6407,N/A,4520.54,N/A,71.20,N/A,2724.28,N/A,48.73,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D3,Experiment,None,,R1,BL1-A,,7947,100,79.470,91.598,91.598,5722,N/A,5213,N/A,6407,N/A,4654.63,N/A,81.34,N/A,3027.47,N/A,58.08,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D4,Experiment,None,N/A,All Events,N/A,N/A,8683,100,86.830,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D4,Experiment,None,,R1,FSC-A,SSC-A,7878,100,78.780,90.729,90.729,497536,16119,477736,13878,468761,12456,154725.18,7673.79,31.10,47.61,115153.54,4530.83,24.10,32.65
2020-12-17 - plate scFv3,Experiment,Group,,D4,Experiment,None,,R2,BL1-A,,5839,100,58.390,67.246,74.118,6229,N/A,5335,N/A,5370,N/A,5187.17,N/A,83.27,N/A,2991.89,N/A,56.08,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D4,Experiment,None,,R1,BL1-A,,7878,100,78.780,90.729,90.729,4699,N/A,4042,N/A,5370,N/A,5163.90,N/A,109.90,N/A,4327.71,N/A,107.07,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D5,Experiment,None,N/A,All Events,N/A,N/A,9800,100,98.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D5,Experiment,None,,R1,FSC-A,SSC-A,9071,100,90.710,92.561,92.561,504553,15296,488325,13802,468318,13321,139863.61,6415.59,27.72,41.94,106486.26,4200.21,21.81,30.43
2020-12-17 - plate scFv3,Experiment,Group,,D5,Experiment,None,,R2,BL1-A,,7731,100,77.310,78.888,85.228,5645,N/A,4907,N/A,4826,N/A,4520.11,N/A,80.07,N/A,2464.08,N/A,50.22,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D5,Experiment,None,,R1,BL1-A,,9071,100,90.710,92.561,92.561,4863,N/A,4393,N/A,4826,N/A,4577.18,N/A,94.12,N/A,2910.34,N/A,66.25,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D6,Experiment,None,N/A,All Events,N/A,N/A,8487,100,84.870,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D6,Experiment,None,,R1,FSC-A,SSC-A,7943,100,79.430,93.590,93.590,590258,18268,516128,15075,482021,10729,204605.69,9232.07,34.66,50.54,130485.11,7285.50,25.28,48.33
2020-12-17 - plate scFv3,Experiment,Group,,D6,Experiment,None,,R2,BL1-A,,334,100,3.340,3.935,4.205,9091,N/A,8691,N/A,9141,N/A,8320.67,N/A,91.53,N/A,7072.00,N/A,81.38,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D6,Experiment,None,,R1,BL1-A,,7943,100,79.430,93.590,93.590,538,N/A,146,N/A,-21,N/A,2475.46,N/A,459.71,N/A,103.78,N/A,71.08,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E1,Experiment,None,N/A,All Events,N/A,N/A,7923,100,79.230,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E1,Experiment,None,,R1,FSC-A,SSC-A,7437,100,74.370,93.866,93.866,571327,17643,512094,14507,494778,11477,188345.19,8939.75,32.97,50.67,112093.45,6412.24,21.89,44.20
2020-12-17 - plate scFv3,Experiment,Group,,E1,Experiment,None,,R2,BL1-A,,330,100,3.300,4.165,4.437,10242,N/A,9721,N/A,11445,N/A,8475.26,N/A,82.75,N/A,10721.42,N/A,110.30,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E1,Experiment,None,,R1,BL1-A,,7437,100,74.370,93.866,93.866,620,N/A,156,N/A,-17,N/A,2737.21,N/A,441.71,N/A,105.26,N/A,67.48,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E2,Experiment,None,N/A,All Events,N/A,N/A,9138,100,91.380,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E2,Experiment,None,,R1,FSC-A,SSC-A,8550,100,85.500,93.565,93.565,507435,15297,493668,14010,501554,12795,128440.53,6019.07,25.31,39.35,97177.02,4146.83,19.68,29.60
2020-12-17 - plate scFv3,Experiment,Group,,E2,Experiment,None,,R2,BL1-A,,8264,100,82.640,90.436,96.655,7195,N/A,6374,N/A,6414,N/A,4578.84,N/A,63.64,N/A,2906.64,N/A,45.61,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E2,Experiment,None,,R1,BL1-A,,8550,100,85.500,93.565,93.565,6967,N/A,6219,N/A,6414,N/A,4665.33,N/A,66.96,N/A,2991.89,N/A,48.11,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E3,Experiment,None,N/A,All Events,N/A,N/A,8651,100,86.510,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E3,Experiment,None,,R1,FSC-A,SSC-A,8262,100,82.620,95.503,95.503,581628,17366,514118,14254,494430,10877,189124.03,8725.99,32.52,50.25,108467.01,6331.44,21.10,44.42
2020-12-17 - plate scFv3,Experiment,Group,,E3,Experiment,None,,R2,BL1-A,,347,100,3.470,4.011,4.200,9628,N/A,8626,N/A,10588,N/A,8516.77,N/A,88.46,N/A,8433.03,N/A,97.76,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E3,Experiment,None,,R1,BL1-A,,8262,100,82.620,95.503,95.503,567,N/A,153,N/A,-15,N/A,2579.14,N/A,454.57,N/A,102.30,N/A,66.86,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E4,Experiment,None,N/A,All Events,N/A,N/A,7626,100,76.260,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E4,Experiment,None,,R1,FSC-A,SSC-A,7232,100,72.320,94.833,94.833,587567,17552,522020,14559,515157,10582,186827.93,8660.59,31.80,49.34,105982.18,6404.83,20.30,43.99
2020-12-17 - plate scFv3,Experiment,Group,,E4,Experiment,None,,R2,BL1-A,,302,100,3.020,3.960,4.176,8914,N/A,7580,N/A,11639,N/A,9184.70,N/A,103.04,N/A,8526.43,N/A,112.49,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E4,Experiment,None,,R1,BL1-A,,7232,100,72.320,94.833,94.833,536,N/A,153,N/A,-18,N/A,2566.25,N/A,479.03,N/A,103.78,N/A,67.83,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E5,Experiment,None,N/A,All Events,N/A,N/A,8801,100,88.010,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E5,Experiment,None,,R1,FSC-A,SSC-A,8241,100,82.410,93.637,93.637,501761,15881,488918,14676,468674,13511,114968.52,5998.47,22.91,37.77,90354.09,4280.27,18.48,29.17
2020-12-17 - plate scFv3,Experiment,Group,,E5,Experiment,None,,R2,BL1-A,,8100,100,81.000,92.035,98.289,7554,N/A,6750,N/A,6503,N/A,4471.30,N/A,59.19,N/A,2558.97,N/A,37.91,N/A
