Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
2020-12-17 - plate scFv3,Experiment,Group,,E5,Experiment,None,,R1,BL1-A,,8241,100,82.410,93.637,93.637,7430,N/A,6693,N/A,6503,N/A,4530.74,N/A,60.98,N/A,2587.14,N/A,38.65,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E6,Experiment,None,N/A,All Events,N/A,N/A,8587,100,85.870,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E6,Experiment,None,,R1,FSC-A,SSC-A,7935,100,79.350,92.407,92.407,501045,16828,480713,14390,488074,12111,162317.80,8199.76,32.40,48.73,115568.67,5125.35,24.04,35.62
2020-12-17 - plate scFv3,Experiment,Group,,E6,Experiment,None,,R2,BL1-A,,5980,100,59.800,69.640,75.362,9542,N/A,7412,N/A,7551,N/A,7774.85,N/A,81.48,N/A,4029.71,N/A,54.37,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E6,Experiment,None,,R1,BL1-A,,7935,100,79.350,92.407,92.407,7258,N/A,5926,N/A,7551,N/A,7843.14,N/A,108.06,N/A,6068.28,N/A,102.40,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F1,Experiment,None,N/A,All Events,N/A,N/A,6991,100,69.910,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F1,Experiment,None,,R1,FSC-A,SSC-A,6571,100,65.710,93.992,93.992,538172,17230,494369,14285,481547,13140,181822.95,8651.74,33.79,50.21,109605.65,5912.61,22.17,41.39
2020-12-17 - plate scFv3,Experiment,Group,,F1,Experiment,None,,R2,BL1-A,,786,100,7.860,11.243,11.962,7253,N/A,4391,N/A,1121,N/A,8199.69,N/A,113.06,N/A,4520.45,N/A,102.95,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F1,Experiment,None,,R1,BL1-A,,6571,100,65.710,93.992,93.992,1039,N/A,177,N/A,-18,N/A,3647.12,N/A,351.05,N/A,131.95,N/A,74.55,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F2,Experiment,None,N/A,All Events,N/A,N/A,7131,100,71.310,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F2,Experiment,None,,R1,FSC-A,SSC-A,6685,100,66.850,93.746,93.746,547952,17118,501260,14343,474982,12958,195260.30,8561.37,35.63,50.01,117792.57,6366.28,23.50,44.39
2020-12-17 - plate scFv3,Experiment,Group,,F2,Experiment,None,,R2,BL1-A,,1005,100,10.050,14.093,15.034,15496,N/A,14303,N/A,14613,N/A,9287.50,N/A,59.93,N/A,7659.11,N/A,53.55,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F2,Experiment,None,,R1,BL1-A,,6685,100,66.850,93.746,93.746,2493,N/A,192,N/A,-22,N/A,6549.29,N/A,262.70,N/A,139.36,N/A,72.59,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F3,Experiment,None,N/A,All Events,N/A,N/A,8267,100,82.670,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F3,Experiment,None,,R1,FSC-A,SSC-A,7883,100,78.830,95.355,95.355,541907,16505,495873,13906,468617,10876,174143.77,8175.12,32.14,49.53,101083.67,5708.01,20.38,41.05
2020-12-17 - plate scFv3,Experiment,Group,,F3,Experiment,None,,R2,BL1-A,,1144,100,11.440,13.838,14.512,7298,N/A,4570,N/A,6075,N/A,7649.52,N/A,104.81,N/A,4089.75,N/A,89.49,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F3,Experiment,None,,R1,BL1-A,,7883,100,78.830,95.355,95.355,1213,N/A,173,N/A,-21,N/A,3845.57,N/A,316.93,N/A,130.47,N/A,75.42,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F4,Experiment,None,N/A,All Events,N/A,N/A,6903,100,69.030,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F4,Experiment,None,,R1,FSC-A,SSC-A,6538,100,65.380,94.712,94.712,559427,16742,501591,13923,481706,12112,184533.11,8324.18,32.99,49.72,101095.53,5888.15,20.15,42.29
2020-12-17 - plate scFv3,Experiment,Group,,F4,Experiment,None,,R2,BL1-A,,522,100,5.220,7.562,7.984,13205,N/A,11942,N/A,18669,N/A,11018.24,N/A,83.44,N/A,12472.37,N/A,104.44,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F4,Experiment,None,,R1,BL1-A,,6538,100,65.380,94.712,94.712,1228,N/A,175,N/A,-15,N/A,4705.45,N/A,383.13,N/A,117.13,N/A,66.93,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F5,Experiment,None,N/A,All Events,N/A,N/A,6325,100,63.250,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F5,Experiment,None,,R1,FSC-A,SSC-A,5950,100,59.500,94.071,94.071,590761,18449,519101,15355,481279,11012,201392.03,9174.79,34.09,49.73,135634.92,7461.93,26.13,48.60
2020-12-17 - plate scFv3,Experiment,Group,,F5,Experiment,None,,R2,BL1-A,,450,100,4.500,7.115,7.563,5703,N/A,3968,N/A,3769,N/A,5716.11,N/A,100.23,N/A,3751.72,N/A,94.55,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F5,Experiment,None,,R1,BL1-A,,5950,100,59.500,94.071,94.071,593,N/A,161,N/A,-25,N/A,2149.18,N/A,362.33,N/A,117.13,N/A,72.75,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F6,Experiment,None,N/A,All Events,N/A,N/A,6881,100,68.810,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F6,Experiment,None,,R1,FSC-A,SSC-A,6423,100,64.230,93.344,93.344,555559,17439,506271,14661,501164,13144,201374.71,8551.07,36.25,49.04,120290.75,6665.77,23.76,45.47
2020-12-17 - plate scFv3,Experiment,Group,,F6,Experiment,None,,R2,BL1-A,,990,100,9.900,14.387,15.413,15298,N/A,14297,N/A,14026,N/A,9060.93,N/A,59.23,N/A,7342.58,N/A,51.36,N/A
2020-12-17 - plate scFv3,Experiment,Group,,F6,Experiment,None,,R1,BL1-A,,6423,100,64.230,93.344,93.344,2513,N/A,186,N/A,-16,N/A,6515.05,N/A,259.21,N/A,137.88,N/A,74.13,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G1,Experiment,None,N/A,All Events,N/A,N/A,6538,100,65.380,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G1,Experiment,None,,R1,FSC-A,SSC-A,6239,100,62.390,95.427,95.427,557539,16891,500906,13813,468798,10580,179784.25,8510.79,32.25,50.39,100392.77,5654.64,20.04,40.94
2020-12-17 - plate scFv3,Experiment,Group,,G1,Experiment,None,,R2,BL1-A,,227,100,2.270,3.472,3.638,9975,N/A,8030,N/A,1216,N/A,9733.56,N/A,97.58,N/A,9162.47,N/A,114.10,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G1,Experiment,None,,R1,BL1-A,,6239,100,62.390,95.427,95.427,530,N/A,155,N/A,-16,N/A,2610.79,N/A,492.77,N/A,102.30,N/A,66.00,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G2,Experiment,None,N/A,All Events,N/A,N/A,6603,100,66.030,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G2,Experiment,None,,R1,FSC-A,SSC-A,6098,100,60.980,92.352,92.352,523312,17304,494535,14810,508301,12280,202975.17,8428.19,38.79,48.71,131193.79,6590.16,26.53,44.50
2020-12-17 - plate scFv3,Experiment,Group,,G2,Experiment,None,,R2,BL1-A,,1518,100,15.180,22.990,24.893,16128,N/A,15067,N/A,15650,N/A,9574.73,N/A,59.37,N/A,6933.38,N/A,46.02,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G2,Experiment,None,,R1,BL1-A,,6098,100,60.980,92.352,92.352,4165,N/A,228,N/A,-18,N/A,8382.14,N/A,201.24,N/A,186.07,N/A,81.79,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G3,Experiment,None,N/A,All Events,N/A,N/A,7012,100,70.120,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G3,Experiment,None,,R1,FSC-A,SSC-A,6386,100,63.860,91.072,91.072,539468,16683,500409,14114,488052,10884,199321.17,8221.24,36.95,49.28,111810.28,5982.29,22.34,42.39
2020-12-17 - plate scFv3,Experiment,Group,,G3,Experiment,None,,R2,BL1-A,,1221,100,12.210,17.413,19.120,14630,N/A,13507,N/A,11655,N/A,7966.61,N/A,54.45,N/A,5848.86,N/A,43.30,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G3,Experiment,None,,R1,BL1-A,,6386,100,63.860,91.072,91.072,2952,N/A,199,N/A,-18,N/A,6662.01,N/A,225.65,N/A,154.19,N/A,77.48,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G4,Experiment,None,N/A,All Events,N/A,N/A,6186,100,61.860,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G4,Experiment,None,,R1,FSC-A,SSC-A,5798,100,57.980,93.728,93.728,534240,16807,493852,14185,462476,11472,184695.62,8253.90,34.57,49.11,106906.58,5860.72,21.65,41.32
2020-12-17 - plate scFv3,Experiment,Group,,G4,Experiment,None,,R2,BL1-A,,942,100,9.420,15.228,16.247,13738,N/A,12855,N/A,14062,N/A,14688.39,N/A,106.91,N/A,9819.26,N/A,76.38,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G4,Experiment,None,,R1,BL1-A,,5798,100,57.980,93.728,93.728,2399,N/A,195,N/A,-18,N/A,7745.23,N/A,322.92,N/A,140.85,N/A,72.23,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G5,Experiment,None,N/A,All Events,N/A,N/A,7027,100,70.270,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G5,Experiment,None,,R1,FSC-A,SSC-A,6584,100,65.840,93.696,93.696,597571,17859,523384,14687,488009,10164,203472.80,9129.23,34.05,51.12,124364.19,7060.14,23.76,48.07
2020-12-17 - plate scFv3,Experiment,Group,,G5,Experiment,None,,R2,BL1-A,,399,100,3.990,5.678,6.060,11128,N/A,9419,N/A,8865,N/A,9209.20,N/A,82.76,N/A,7880.02,N/A,83.66,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G5,Experiment,None,,R1,BL1-A,,6584,100,65.840,93.696,93.696,839,N/A,160,N/A,-18,N/A,3460.20,N/A,412.31,N/A,114.16,N/A,71.35,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G6,Experiment,None,N/A,All Events,N/A,N/A,6374,100,63.740,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G6,Experiment,None,,R1,FSC-A,SSC-A,5901,100,59.010,92.579,92.579,531782,18616,497376,16245,481656,12280,219662.64,8975.68,41.31,48.22,150731.49,7782.17,30.31,47.91
2020-12-17 - plate scFv3,Experiment,Group,,G6,Experiment,None,,R2,BL1-A,,1733,100,17.330,27.189,29.368,17737,N/A,16286,N/A,14051,N/A,9574.65,N/A,53.98,N/A,6501.20,N/A,39.92,N/A
2020-12-17 - plate scFv3,Experiment,Group,,G6,Experiment,None,,R1,BL1-A,,5901,100,59.010,92.579,92.579,5359,N/A,253,N/A,-19,N/A,9520.72,N/A,177.65,N/A,220.91,N/A,87.32,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H1,Experiment,None,N/A,All Events,N/A,N/A,7999,100,79.990,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H1,Experiment,None,,R1,FSC-A,SSC-A,7639,100,76.390,95.499,95.499,553818,16379,502405,13578,501323,11027,173379.68,8078.23,31.31,49.32,91772.94,5374.42,18.27,39.58
2020-12-17 - plate scFv3,Experiment,Group,,H1,Experiment,None,,R2,BL1-A,,435,100,4.350,5.438,5.694,9545,N/A,7335,N/A,10629,N/A,9692.16,N/A,101.54,N/A,8664.31,N/A,118.12,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H1,Experiment,None,,R1,BL1-A,,7639,100,76.390,95.499,95.499,707,N/A,156,N/A,-18,N/A,3173.42,N/A,448.55,N/A,103.78,N/A,66.53,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H2,Experiment,None,N/A,All Events,N/A,N/A,4477,100,44.770,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H2,Experiment,None,,R1,FSC-A,SSC-A,4016,100,40.160,89.703,89.703,523234,17573,496551,14933,501784,11791,211017.44,8673.60,40.33,49.36,137628.27,6533.82,27.72,43.76
2020-12-17 - plate scFv3,Experiment,Group,,H2,Experiment,None,,R2,BL1-A,,1029,100,10.290,22.984,25.623,14594,N/A,13350,N/A,12162,N/A,7142.37,N/A,48.94,N/A,4584.20,N/A,34.34,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H2,Experiment,None,,R1,BL1-A,,4016,100,40.160,89.703,89.703,3883,N/A,217,N/A,-21,N/A,7252.76,N/A,186.76,N/A,185.32,N/A,85.40,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H3,Experiment,None,N/A,All Events,N/A,N/A,7515,100,75.150,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H3,Experiment,None,,R1,FSC-A,SSC-A,6792,100,67.920,90.379,90.379,498018,16584,480780,14189,500917,12448,172357.20,8189.31,34.61,49.38,120859.33,5355.15,25.14,37.74
2020-12-17 - plate scFv3,Experiment,Group,,H3,Experiment,None,,R2,BL1-A,,4041,100,40.410,53.772,59.496,8167,N/A,5186,N/A,4102,N/A,8105.62,N/A,99.24,N/A,3721.33,N/A,71.76,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H3,Experiment,None,,R1,BL1-A,,6792,100,67.920,90.379,90.379,4969,N/A,2454,N/A,-21,N/A,7357.70,N/A,148.08,N/A,3368.47,N/A,137.26,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H4,Experiment,None,N/A,All Events,N/A,N/A,6715,100,67.150,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H4,Experiment,None,,R1,FSC-A,SSC-A,6238,100,62.380,92.897,92.897,498233,17058,473104,14448,474829,12442,180750.51,8327.16,36.28,48.82,119444.18,5924.47,25.25,41.01
2020-12-17 - plate scFv3,Experiment,Group,,H4,Experiment,None,,R2,BL1-A,,2386,100,23.860,35.532,38.249,10469,N/A,6726,N/A,19796,N/A,11043.83,N/A,105.49,N/A,6589.42,N/A,97.97,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H4,Experiment,None,,R1,BL1-A,,6238,100,62.380,92.897,92.897,4155,N/A,358,N/A,-27,N/A,8447.02,N/A,203.28,N/A,399.56,N/A,111.77,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H5,Experiment,None,N/A,All Events,N/A,N/A,8780,100,87.800,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H5,Experiment,None,,R1,FSC-A,SSC-A,8160,100,81.600,92.938,92.938,514472,17187,487640,14590,494714,12282,178726.04,8333.14,34.74,48.48,126536.94,5573.09,25.95,38.20
2020-12-17 - plate scFv3,Experiment,Group,,H5,Experiment,None,,R2,BL1-A,,4640,100,46.400,52.847,56.863,8073,N/A,5579,N/A,5093,N/A,7720.70,N/A,95.64,N/A,3713.91,N/A,66.58,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H5,Experiment,None,,R1,BL1-A,,8160,100,81.600,92.938,92.938,4704,N/A,2229,N/A,-18,N/A,6990.88,N/A,148.62,N/A,3103.08,N/A,139.21,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H6,Experiment,None,N/A,All Events,N/A,N/A,7961,100,79.610,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H6,Experiment,None,,R1,FSC-A,SSC-A,7301,100,73.010,91.710,91.710,522897,18196,495070,15716,468715,11807,214317.67,8697.93,40.99,47.80,146762.57,6948.95,29.64,44.22
2020-12-17 - plate scFv3,Experiment,Group,,H6,Experiment,None,,R2,BL1-A,,2534,100,25.340,31.830,34.708,16314,N/A,15844,N/A,15871,N/A,10629.97,N/A,65.16,N/A,9569.44,N/A,60.40,N/A
2020-12-17 - plate scFv3,Experiment,Group,,H6,Experiment,None,,R1,BL1-A,,7301,100,73.010,91.710,91.710,5809,N/A,302,N/A,-25,N/A,9894.18,N/A,170.32,N/A,296.52,N/A,98.19,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C8,Experiment,None,N/A,All Events,N/A,N/A,7374,100,73.740,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C8,Experiment,None,,R1,FSC-A,SSC-A,6650,100,66.500,90.182,90.182,652953,18799,566270,15521,529686,11332,215840.07,9634.10,33.06,51.25,156380.20,8131.32,27.62,52.39
2020-12-17 - plate scFv3,Experiment,Group,,C8,Experiment,None,,R2,BL1-A,,313,100,3.130,4.245,4.707,11116,N/A,9075,N/A,9075,N/A,9436.20,N/A,84.89,N/A,8702.86,N/A,95.90,N/A
2020-12-17 - plate scFv3,Experiment,Group,,C8,Experiment,None,,R1,BL1-A,,6650,100,66.500,90.182,90.182,682,N/A,152,N/A,-21,N/A,3093.56,N/A,453.49,N/A,112.68,N/A,74.13,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D8,Experiment,None,N/A,All Events,N/A,N/A,8492,100,84.920,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D8,Experiment,None,,R1,FSC-A,SSC-A,7709,100,77.090,90.780,90.780,538248,17874,506561,15438,522526,12126,212954.07,8523.45,39.56,47.69,145013.10,6919.29,28.63,44.82
2020-12-17 - plate scFv3,Experiment,Group,,D8,Experiment,None,,R2,BL1-A,,2273,100,22.730,26.766,29.485,16649,N/A,14647,N/A,12603,N/A,9461.35,N/A,56.83,N/A,7644.29,N/A,52.19,N/A
2020-12-17 - plate scFv3,Experiment,Group,,D8,Experiment,None,,R1,BL1-A,,7709,100,77.090,90.780,90.780,5054,N/A,249,N/A,-19,N/A,9089.42,N/A,179.84,N/A,229.80,N/A,92.29,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E8,Experiment,None,N/A,All Events,N/A,N/A,3645,100,36.450,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E8,Experiment,None,,R1,FSC-A,SSC-A,2880,100,28.800,79.012,79.012,673946,28838,680949,27975,694081,28035,148062.76,8257.32,21.97,28.63,116229.17,7869.64,17.07,28.13
2020-12-17 - plate scFv3,Experiment,Group,,E8,Experiment,None,,R2,BL1-A,,470,100,4.700,12.894,16.319,16854,N/A,14091,N/A,16121,N/A,17100.63,N/A,101.46,N/A,10496.07,N/A,74.49,N/A
2020-12-17 - plate scFv3,Experiment,Group,,E8,Experiment,None,,R1,BL1-A,,2880,100,28.800,79.012,79.012,3021,N/A,334,N/A,296,N/A,9218.72,N/A,305.12,N/A,165.31,N/A,49.57,N/A
