Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
2020-12-16 - Plate scFv2,Experiment,Group,,C4,Experiment,None,,R1,BL1-A,,5011,100,50.110,91.626,91.626,2013,N/A,510,N/A,-19,N/A,3573.43,N/A,177.56,N/A,640.48,N/A,125.58,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C5,Experiment,None,,R1,FSC-A,SSC-A,3991,100,39.910,93.796,93.796,617065,18543,550724,15399,508216,10738,200432.97,9106.84,32.48,49.11,134424.37,7352.21,24.41,47.74
2020-12-16 - Plate scFv2,Experiment,Group,,C5,Experiment,None,,R1,BL1-A,,3991,100,39.910,93.796,93.796,504,N/A,151,N/A,-12,N/A,2242.41,N/A,444.88,N/A,105.26,N/A,69.71,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C6,Experiment,None,,R1,FSC-A,SSC-A,3895,100,38.950,91.712,91.712,630784,19339,560788,16213,494702,12115,207646.30,9768.17,32.92,50.51,159917.68,8188.40,28.52,50.51
2020-12-16 - Plate scFv2,Experiment,Group,,C6,Experiment,None,,R1,BL1-A,,3895,100,38.950,91.712,91.712,495,N/A,149,N/A,-19,N/A,2406.75,N/A,486.29,N/A,103.78,N/A,69.65,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D1,Experiment,None,,R1,FSC-A,SSC-A,2926,100,29.260,87.109,87.109,489246,16986,488871,15659,521948,14658,142649.90,6406.95,29.16,37.72,106885.08,4971.16,21.86,31.75
2020-12-16 - Plate scFv2,Experiment,Group,,D1,Experiment,None,,R1,BL1-A,,2926,100,29.260,87.109,87.109,11404,N/A,9124,N/A,10583,N/A,11875.01,N/A,104.13,N/A,4057.13,N/A,44.47,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D2,Experiment,None,,R1,FSC-A,SSC-A,4009,100,40.090,91.342,91.342,495201,17431,479228,15193,475107,13340,168401.69,8151.15,34.01,46.76,135417.72,5356.63,28.26,35.26
2020-12-16 - Plate scFv2,Experiment,Group,,D2,Experiment,None,,R1,BL1-A,,4009,100,40.090,91.342,91.342,4734,N/A,3064,N/A,7145,N/A,7096.62,N/A,149.90,N/A,4065.29,N/A,132.68,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D3,Experiment,None,,R1,FSC-A,SSC-A,4039,100,40.390,94.018,94.018,604328,18023,536151,15008,501629,12453,193713.72,8937.52,32.05,49.59,117221.77,6782.89,21.86,45.20
2020-12-16 - Plate scFv2,Experiment,Group,,D3,Experiment,None,,R1,BL1-A,,4039,100,40.390,94.018,94.018,510,N/A,149,N/A,-19,N/A,2343.81,N/A,460.00,N/A,102.30,N/A,68.66,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D4,Experiment,None,,R1,FSC-A,SSC-A,4626,100,46.260,95.087,95.087,595034,17769,536364,14856,508327,11960,186961.20,8868.87,31.42,49.91,115904.48,6713.95,21.61,45.20
2020-12-16 - Plate scFv2,Experiment,Group,,D4,Experiment,None,,R1,BL1-A,,4626,100,46.260,95.087,95.087,553,N/A,145,N/A,-20,N/A,2393.21,N/A,432.41,N/A,97.85,N/A,67.48,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D5,Experiment,None,,R1,FSC-A,SSC-A,3868,100,38.680,91.485,91.485,601467,18448,536160,15572,488169,13140,199407.99,9130.37,33.15,49.49,127402.78,7381.87,23.76,47.40
2020-12-16 - Plate scFv2,Experiment,Group,,D5,Experiment,None,,R1,BL1-A,,3868,100,38.680,91.485,91.485,636,N/A,154,N/A,-14,N/A,2705.19,N/A,425.36,N/A,103.78,N/A,67.39,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D6,Experiment,None,,R1,FSC-A,SSC-A,4510,100,45.100,92.399,92.399,514170,16469,501417,15316,529324,15463,128462.55,5961.29,24.98,36.20,96778.94,4562.70,19.30,29.79
2020-12-16 - Plate scFv2,Experiment,Group,,D6,Experiment,None,,R1,BL1-A,,4510,100,45.100,92.399,92.399,8060,N/A,7295,N/A,8177,N/A,5315.60,N/A,65.95,N/A,3380.33,N/A,46.34,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,E1,Experiment,None,,R1,FSC-A,SSC-A,2607,100,26.070,92.578,92.578,597177,18708,535040,15632,521328,11320,199756.27,9233.68,33.45,49.36,121831.17,7352.21,22.77,47.03
2020-12-16 - Plate scFv2,Experiment,Group,,E1,Experiment,None,,R1,BL1-A,,2607,100,26.070,92.578,92.578,1184,N/A,162,N/A,-17,N/A,4563.72,N/A,385.43,N/A,112.68,N/A,69.55,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,E2,Experiment,None,,R1,FSC-A,SSC-A,3380,100,33.800,93.525,93.525,578059,18369,524995,15613,487758,13321,193468.67,8923.60,33.47,48.58,118665.08,7108.33,22.60,45.53
2020-12-16 - Plate scFv2,Experiment,Group,,E2,Experiment,None,,R1,BL1-A,,3380,100,33.800,93.525,93.525,1167,N/A,184,N/A,-20,N/A,3972.81,N/A,340.50,N/A,134.92,N/A,73.32,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,E3,Experiment,None,,R1,FSC-A,SSC-A,3963,100,39.630,93.401,93.401,606101,18094,534645,15040,494456,11932,196124.85,8947.84,32.36,49.45,115719.89,7020.11,21.64,46.68
2020-12-16 - Plate scFv2,Experiment,Group,,E3,Experiment,None,,R1,BL1-A,,3963,100,39.630,93.401,93.401,436,N/A,148,N/A,-16,N/A,2267.85,N/A,520.68,N/A,97.85,N/A,66.12,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,E4,Experiment,None,,R1,FSC-A,SSC-A,4344,100,43.440,95.662,95.662,582786,17163,527901,14330,487924,12109,181449.40,8518.96,31.13,49.63,99359.40,5839.96,18.82,40.75
2020-12-16 - Plate scFv2,Experiment,Group,,E4,Experiment,None,,R1,BL1-A,,4344,100,43.440,95.662,95.662,535,N/A,140,N/A,-23,N/A,2531.95,N/A,472.83,N/A,96.37,N/A,68.83,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,E5,Experiment,None,,R1,FSC-A,SSC-A,3431,100,34.310,92.830,92.830,587968,17984,525682,14911,508197,13860,197999.48,8981.94,33.68,49.94,115134.27,6851.09,21.90,45.95
2020-12-16 - Plate scFv2,Experiment,Group,,E5,Experiment,None,,R1,BL1-A,,3431,100,34.310,92.830,92.830,905,N/A,157,N/A,-21,N/A,3374.54,N/A,372.69,N/A,111.19,N/A,70.82,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,E6,Experiment,None,,R1,FSC-A,SSC-A,4686,100,46.860,92.958,92.958,533041,16261,515125,14831,529407,15041,143985.88,6584.11,27.01,40.49,111218.72,4608.66,21.59,31.07
2020-12-16 - Plate scFv2,Experiment,Group,,E6,Experiment,None,,R1,BL1-A,,4686,100,46.860,92.958,92.958,6160,N/A,5673,N/A,7648,N/A,5262.71,N/A,85.43,N/A,3587.15,N/A,63.23,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,F1,Experiment,None,,R1,FSC-A,SSC-A,3273,100,32.730,88.723,88.723,493965,16751,493051,15450,495158,13871,144499.86,6440.86,29.25,38.45,105334.28,4668.71,21.36,30.22
2020-12-16 - Plate scFv2,Experiment,Group,,F1,Experiment,None,,R1,BL1-A,,3273,100,32.730,88.723,88.723,10710,N/A,8766,N/A,9256,N/A,8974.53,N/A,83.80,N/A,4339.57,N/A,49.50,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,F2,Experiment,None,,R1,FSC-A,SSC-A,2892,100,28.920,94.202,94.202,571911,16947,520860,14326,494468,12299,176015.70,8266.03,30.78,48.78,96119.92,5740.63,18.45,40.07
2020-12-16 - Plate scFv2,Experiment,Group,,F2,Experiment,None,,R1,BL1-A,,2892,100,28.920,94.202,94.202,618,N/A,147,N/A,-15,N/A,2637.66,N/A,426.91,N/A,94.89,N/A,64.55,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,F3,Experiment,None,,R1,FSC-A,SSC-A,3760,100,37.600,94.973,94.973,572025,17252,513510,14384,494917,11039,180582.26,8444.23,31.57,48.95,101056.24,6104.61,19.68,42.44
2020-12-16 - Plate scFv2,Experiment,Group,,F3,Experiment,None,,R1,BL1-A,,3760,100,37.600,94.973,94.973,621,N/A,144,N/A,-23,N/A,3435.79,N/A,552.88,N/A,97.11,N/A,67.67,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,F4,Experiment,None,,R1,FSC-A,SSC-A,4132,100,41.320,95.604,95.604,584273,17204,527100,14325,501506,10586,182944.58,8556.59,31.31,49.74,100724.14,6017.13,19.11,42.01
2020-12-16 - Plate scFv2,Experiment,Group,,F4,Experiment,None,,R1,BL1-A,,4132,100,41.320,95.604,95.604,508,N/A,140,N/A,-19,N/A,2380.03,N/A,468.50,N/A,96.37,N/A,68.83,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,F5,Experiment,None,,R1,FSC-A,SSC-A,3071,100,30.710,94.029,94.029,543055,17656,506026,15161,494993,13675,175736.31,8662.46,32.36,49.06,113779.17,6550.13,22.48,43.20
2020-12-16 - Plate scFv2,Experiment,Group,,F5,Experiment,None,,R1,BL1-A,,3071,100,30.710,94.029,94.029,1620,N/A,210,N/A,-19,N/A,4024.97,N/A,248.43,N/A,185.32,N/A,88.25,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,F6,Experiment,None,,R1,FSC-A,SSC-A,3495,100,34.950,93.826,93.826,537331,17810,502323,15297,501993,13506,173969.90,8531.01,32.38,47.90,125091.41,6335.15,24.90,41.41
2020-12-16 - Plate scFv2,Experiment,Group,,F6,Experiment,None,,R1,BL1-A,,3495,100,34.950,93.826,93.826,2078,N/A,328,N/A,-18,N/A,3678.42,N/A,176.98,N/A,386.96,N/A,117.98,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,G1,Experiment,None,,R1,FSC-A,SSC-A,2272,100,22.720,91.135,91.135,588195,18505,525747,15540,494324,12638,202913.03,9256.81,34.50,50.02,129222.67,7492.32,24.58,48.21
2020-12-16 - Plate scFv2,Experiment,Group,,G1,Experiment,None,,R1,BL1-A,,2272,100,22.720,91.135,91.135,1269,N/A,161,N/A,-16,N/A,4788.42,N/A,377.19,N/A,107.49,N/A,66.97,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,G2,Experiment,None,,R1,FSC-A,SSC-A,3110,100,31.100,85.276,85.276,466555,16325,482880,14826,481424,12795,179396.38,6633.73,38.45,40.63,140623.87,4545.65,29.12,30.66
2020-12-16 - Plate scFv2,Experiment,Group,,G2,Experiment,None,,R1,BL1-A,,3110,100,31.100,85.276,85.276,9792,N/A,8083,N/A,9508,N/A,9052.82,N/A,92.45,N/A,4668.71,N/A,57.76,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,G3,Experiment,None,,R1,FSC-A,SSC-A,3361,100,33.610,95.185,95.185,578570,17082,518247,14380,494630,12768,180786.70,8382.32,31.25,49.07,97624.76,6152.79,18.84,42.79
2020-12-16 - Plate scFv2,Experiment,Group,,G3,Experiment,None,,R1,BL1-A,,3361,100,33.610,95.185,95.185,575,N/A,149,N/A,-18,N/A,3032.26,N/A,527.64,N/A,99.33,N/A,66.67,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,G4,Experiment,None,,R1,FSC-A,SSC-A,3801,100,38.010,92.369,92.369,513803,15961,503635,14692,521826,13130,135303.05,6163.38,26.33,38.61,105341.69,4495.24,20.92,30.60
2020-12-16 - Plate scFv2,Experiment,Group,,G4,Experiment,None,,R1,BL1-A,,3801,100,38.010,92.369,92.369,7492,N/A,6631,N/A,6080,N/A,5883.60,N/A,78.53,N/A,3488.56,N/A,52.61,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,G5,Experiment,None,,R1,FSC-A,SSC-A,2679,100,26.790,92.507,92.507,568911,17655,512251,14773,488765,10579,189491.38,8780.56,33.31,49.73,106274.25,6413.73,20.75,43.42
2020-12-16 - Plate scFv2,Experiment,Group,,G5,Experiment,None,,R1,BL1-A,,2679,100,26.790,92.507,92.507,1058,N/A,164,N/A,-24,N/A,4082.17,N/A,385.79,N/A,109.71,N/A,66.90,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,G6,Experiment,None,,R1,FSC-A,SSC-A,3172,100,31.720,91.729,91.729,619272,18853,548186,15744,494430,12280,206949.90,9487.06,33.42,50.32,140503.03,7708.04,25.63,48.96
2020-12-16 - Plate scFv2,Experiment,Group,,G6,Experiment,None,,R1,BL1-A,,3172,100,31.720,91.729,91.729,683,N/A,152,N/A,-21,N/A,2867.20,N/A,420.01,N/A,106.75,N/A,70.23,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,H1,Experiment,None,,R1,FSC-A,SSC-A,2674,100,26.740,88.660,88.660,504804,16351,503362,14799,508684,11795,159832.85,6572.00,31.66,40.19,120489.42,4883.68,23.94,33.00
2020-12-16 - Plate scFv2,Experiment,Group,,H1,Experiment,None,,R1,BL1-A,,2674,100,26.740,88.660,88.660,9628,N/A,7654,N/A,6245,N/A,9083.65,N/A,94.35,N/A,4891.84,N/A,63.91,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,H2,Experiment,None,,R1,FSC-A,SSC-A,2580,100,25.800,94.092,94.092,559420,17458,505316,14481,469166,12946,190340.26,8577.70,34.02,49.13,99045.83,6250.64,19.60,43.17
2020-12-16 - Plate scFv2,Experiment,Group,,H2,Experiment,None,,R1,BL1-A,,2580,100,25.800,94.092,94.092,1138,N/A,158,N/A,-15,N/A,4311.68,N/A,378.84,N/A,105.26,N/A,66.62,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,H3,Experiment,None,,R1,FSC-A,SSC-A,3938,100,39.380,94.233,94.233,589033,17818,529990,14993,501968,15467,187270.06,8876.89,31.79,49.82,106148.97,6900.02,20.03,46.02
2020-12-16 - Plate scFv2,Experiment,Group,,H3,Experiment,None,,R1,BL1-A,,3938,100,39.380,94.233,94.233,884,N/A,145,N/A,-24,N/A,3714.35,N/A,420.23,N/A,100.82,N/A,69.53,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,H4,Experiment,None,,R1,FSC-A,SSC-A,3875,100,38.750,94.906,94.906,544497,16843,508828,14215,488191,13497,171950.81,8257.90,31.58,49.03,95632.15,5705.04,18.79,40.13
2020-12-16 - Plate scFv2,Experiment,Group,,H4,Experiment,None,,R1,BL1-A,,3875,100,38.750,94.906,94.906,1541,N/A,173,N/A,-22,N/A,4415.00,N/A,286.53,N/A,136.40,N/A,78.84,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,H5,Experiment,None,,R1,FSC-A,SSC-A,3246,100,32.460,92.295,92.295,513053,16803,501464,14975,522131,14069,151507.61,7437.94,29.53,44.27,114498.23,5137.95,22.83,34.31
2020-12-16 - Plate scFv2,Experiment,Group,,H5,Experiment,None,,R1,BL1-A,,3246,100,32.460,92.295,92.295,7910,N/A,6862,N/A,8406,N/A,8248.21,N/A,104.28,N/A,6392.23,N/A,93.15,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,H6,Experiment,None,,R1,FSC-A,SSC-A,3875,100,38.750,93.871,93.871,576624,18186,517106,15267,481519,11949,201944.94,9111.85,35.02,50.10,113718.38,7236.57,21.99,47.40
2020-12-16 - Plate scFv2,Experiment,Group,,H6,Experiment,None,,R1,BL1-A,,3875,100,38.750,93.871,93.871,1619,N/A,157,N/A,-20,N/A,5383.60,N/A,332.56,N/A,111.19,N/A,70.82,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C8,Experiment,None,,R1,FSC-A,SSC-A,3276,100,32.760,88.088,88.088,562709,19907,520720,16782,508227,13860,209403.60,9785.02,37.21,49.15,153815.30,7907.45,29.54,47.12
2020-12-16 - Plate scFv2,Experiment,Group,,C8,Experiment,None,,R1,BL1-A,,3276,100,32.760,88.088,88.088,3650,N/A,223,N/A,157,N/A,10477.36,N/A,287.06,N/A,164.57,N/A,73.80,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D8,Experiment,None,,R1,FSC-A,SSC-A,3041,100,30.410,88.170,88.170,551040,19628,507127,16719,474214,16331,208906.98,9533.61,37.91,48.57,155423.92,7847.40,30.65,46.94
2020-12-16 - Plate scFv2,Experiment,Group,,D8,Experiment,None,,R1,BL1-A,,3041,100,30.410,88.170,88.170,3936,N/A,228,N/A,-21,N/A,11682.46,N/A,296.79,N/A,166.05,N/A,72.83,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,E8,Experiment,None,,R1,FSC-A,SSC-A,1170,100,11.700,65.583,65.583,624910,31387,643678,30724,606708,28010,177176.12,9745.56,28.35,31.05,144062.02,9186.93,22.38,29.90
2020-12-16 - Plate scFv2,Experiment,Group,,E8,Experiment,None,,R1,BL1-A,,1170,100,11.700,65.583,65.583,7865,N/A,434,N/A,348,N/A,20470.15,N/A,260.27,N/A,280.21,N/A,64.56,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,A1,Experiment,None,,R2,BL1-A,,194,100,1.940,4.851,5.303,9358,N/A,9038,N/A,11382,N/A,6214.50,N/A,66.41,N/A,4461.14,N/A,49.36,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,A2,Experiment,None,,R2,BL1-A,,200,100,2.000,4.706,5.098,10234,N/A,10352,N/A,10444,N/A,7753.40,N/A,75.76,N/A,6668.73,N/A,64.42,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,A3,Experiment,None,,R2,BL1-A,,110,100,1.100,2.284,2.471,11396,N/A,8465,N/A,1138,N/A,12908.62,N/A,113.28,N/A,6806.62,N/A,80.41,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,A4,Experiment,None,,R2,BL1-A,,208,100,2.080,3.873,4.082,10551,N/A,10350,N/A,11164,N/A,7187.60,N/A,68.12,N/A,6087.56,N/A,58.82,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,A5,Experiment,None,,R2,BL1-A,,234,100,2.340,4.936,5.324,9120,N/A,8928,N/A,10162,N/A,6537.09,N/A,71.68,N/A,8756.24,N/A,98.08,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,A6,Experiment,None,,R2,BL1-A,,235,100,2.350,5.456,6.120,9490,N/A,9078,N/A,11949,N/A,6968.39,N/A,73.43,N/A,7493.06,N/A,82.54,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,B1,Experiment,None,,R2,BL1-A,,1439,100,14.390,36.756,40.095,4779,N/A,3360,N/A,3683,N/A,5226.78,N/A,109.38,N/A,2434.43,N/A,72.45,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,B2,Experiment,None,,R2,BL1-A,,1873,100,18.730,84.598,98.063,8886,N/A,7177,N/A,6670,N/A,8328.12,N/A,93.72,N/A,3291.37,N/A,45.86,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,B3,Experiment,None,,R2,BL1-A,,1661,100,16.610,35.050,38.096,4979,N/A,4061,N/A,3990,N/A,4233.06,N/A,85.03,N/A,2784.32,N/A,68.56,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,B4,Experiment,None,,R2,BL1-A,,4207,100,42.070,87.228,96.535,6873,N/A,6024,N/A,6686,N/A,5509.72,N/A,80.17,N/A,2644.96,N/A,43.91,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,B5,Experiment,None,,R2,BL1-A,,4015,100,40.150,78.479,87.492,7174,N/A,6164,N/A,6592,N/A,5777.95,N/A,80.54,N/A,3009.68,N/A,48.83,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,B6,Experiment,None,,R2,BL1-A,,3973,100,39.730,89.684,98.488,9839,N/A,8263,N/A,6957,N/A,10505.21,N/A,106.78,N/A,3358.09,N/A,40.64,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C1,Experiment,None,,R2,BL1-A,,288,100,2.880,8.184,9.025,9622,N/A,9349,N/A,10316,N/A,7198.31,N/A,74.81,N/A,6992.68,N/A,74.80,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C2,Experiment,None,,R2,BL1-A,,180,100,1.800,5.122,5.523,11497,N/A,11235,N/A,10433,N/A,7581.34,N/A,65.94,N/A,6850.35,N/A,60.97,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C3,Experiment,None,,R2,BL1-A,,179,100,1.790,4.518,4.839,7519,N/A,4695,N/A,950,N/A,6875.44,N/A,91.45,N/A,5028.98,N/A,107.11,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C4,Experiment,None,,R2,BL1-A,,2063,100,20.630,37.722,41.169,4511,N/A,3495,N/A,3883,N/A,4510.26,N/A,99.98,N/A,2275.79,N/A,65.12,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C5,Experiment,None,,R2,BL1-A,,164,100,1.640,3.854,4.109,8348,N/A,6711,N/A,10917,N/A,7626.65,N/A,91.36,N/A,7591.65,N/A,113.13,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,C6,Experiment,None,,R2,BL1-A,,141,100,1.410,3.320,3.620,9307,N/A,7224,N/A,3042,N/A,8920.97,N/A,95.85,N/A,6636.12,N/A,91.86,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D1,Experiment,None,,R2,BL1-A,,2894,100,28.940,86.157,98.906,11526,N/A,9178,N/A,10583,N/A,11883.46,N/A,103.10,N/A,4022.29,N/A,43.83,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D2,Experiment,None,,R2,BL1-A,,2689,100,26.890,61.267,67.074,6906,N/A,5200,N/A,7145,N/A,7793.01,N/A,112.84,N/A,3561.21,N/A,68.48,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D3,Experiment,None,,R2,BL1-A,,147,100,1.470,3.422,3.640,9635,N/A,8994,N/A,20526,N/A,8035.43,N/A,83.40,N/A,10127.64,N/A,112.60,N/A
2020-12-16 - Plate scFv2,Experiment,Group,,D4,Experiment,None,,R2,BL1-A,,172,100,1.720,3.535,3.718,10685,N/A,10072,N/A,8895,N/A,6877.74,N/A,64.37,N/A,5954.86,N/A,59.13,N/A
